HGNC_symbol,ProteinID,DrugName,DrugCID,Drug,AE
VEGFA,2qr0,temsirolimus,71296107,temsirolimus-71296107,-9.1
VEGFA,2qr0,temsirolimus,71312019,temsirolimus-71312019,-9.1
PTPRN,2qt7,nilotinib,644241,nilotinib-644241,-9.1
PADI4,3apm,nilotinib,644241,nilotinib-644241,-9.1
EPB41L3,3bin,alectinib,49806720,alectinib-49806720,-9.1
EPB41L3,3bin,ibrutinib,24821094,ibrutinib-24821094,-9.1
PTPRN,3n01,temsirolimus,71312019,temsirolimus-71312019,-9.1
PTPRN,3n01,vemurafenib,42611257,vemurafenib-42611257,-9.1
PTPRN,3ng8,dactinomycin,457193,dactinomycin-457193,-9.1
PTPRN,3ng8,sonidegib,24775005,sonidegib-24775005,-9.1
PTPRN,3np5,alectinib,49806720,alectinib-49806720,-9.1
PTPRN,3np5,crizotinib,11626560,crizotinib-11626560,-9.1
PTPRN,3np5,granisetron,17572266,granisetron-17572266,-9.1
PTPRN,3np5,paclitaxel,24791027,paclitaxel-24791027,-9.1
PTPRN,3np5,ribociclib,44631912,ribociclib-44631912,-9.1
VEGFA,3p9w,etoposide,5284558,etoposide-5284558,-9.1
VEGFA,3qtk,alectinib,49806720,alectinib-49806720,-9.1
VEGFA,3qtk,etoposide,6708815,etoposide-6708815,-9.1
VEGFA,3qtk,etoposide,9916469,etoposide-9916469,-9.1
GLTP,3rwv,temsirolimus,137295275,temsirolimus-137295275,-9.1
GLTP,3rwv,temsirolimus,18293306,temsirolimus-18293306,-9.1
GLTP,3rzn,dasatinib,3062316,dasatinib-3062316,-9.1
GLTP,3rzn,idelalisib,11625818,idelalisib-11625818,-9.1
GLTP,3rzn,letrozole,3902,letrozole-3902,-9.1
GLTP,3rzn,paclitaxel,441276,paclitaxel-441276,-9.1
GLTP,3s0i,anastrozole,2187,anastrozole-2187,-9.1
GLTP,3s0i,granisetron,5284566,granisetron-5284566,-9.1
GLTP,3s0k,lenalidomide,216326,lenalidomide-216326,-9.1
GLTP,3s0k,paclitaxel,44155032,paclitaxel-44155032,-9.1
GLTP,3s0k,paclitaxel,73759704,paclitaxel-73759704,-9.1
RHEB,3sea,aprepitant,135413536,aprepitant-135413536,-9.1
RHEB,3sea,etoposide,137704929,etoposide-137704929,-9.1
RHEB,3sea,exemestane,60198,exemestane-60198,-9.1
RHEB,3t5g,enzalutamide,15951529,enzalutamide-15951529,-9.1
RHEB,3t5g,etoposide,3310,etoposide-3310,-9.1
NR3C2,3vhu,lenalidomide,216326,lenalidomide-216326,-9.1
NR3C2,3vhu,panobinostat,6918837,panobinostat-6918837,-9.1
NR3C2,3wff,regorafenib,11167602,regorafenib-11167602,-9.1
NR3C2,3wfg,nilotinib,644241,nilotinib-644241,-9.1
GLTP,4gh0,docetaxel,148124,docetaxel-148124,-9.1
GLTP,4gh0,etoposide,6708815,etoposide-6708815,-9.1
GLTP,4gh0,plerixafor,65015,plerixafor-65015,-9.1
GLTP,4gh0,temsirolimus,54608508,temsirolimus-54608508,-9.1
GLTP,4gh0,temsirolimus,6918289,temsirolimus-6918289,-9.1
GLTP,4ghp,carfilzomib,11556711,carfilzomib-11556711,-9.1
GLTP,4ghp,etoposide,5284558,etoposide-5284558,-9.1
GLTP,4ghp,granisetron,17572266,granisetron-17572266,-9.1
GLTP,4ghp,vandetanib,3081361,vandetanib-3081361,-9.1
GLTP,4ghs,bosutinib,5328940,bosutinib-5328940,-9.1
GLTP,4ghs,everolimus,6442177,everolimus-6442177,-9.1
GLTP,4ghs,granisetron,14788250,granisetron-14788250,-9.1
GLTP,4ghs,temsirolimus,137295275,temsirolimus-137295275,-9.1
GLTP,4ghs,temsirolimus,5938194,temsirolimus-5938194,-9.1
GLTP,4gix,brigatinib,68165256,brigatinib-68165256,-9.1
GLTP,4gix,lenalidomide,216326,lenalidomide-216326,-9.1
GLTP,4gix,letrozole,3902,letrozole-3902,-9.1
GLTP,4gjq,dexamethasone,5743,dexamethasone-5743,-9.1
GLTP,4gjq,granisetron,118701621,granisetron-118701621,-9.1
GLTP,4gjq,granisetron,3510,granisetron-3510,-9.1
GLTP,4gjq,granisetron,5284566,granisetron-5284566,-9.1
VEGFA,4gls,belinostat,6918638,belinostat-6918638,-9.1
VEGFA,4gls,etoposide,137704929,etoposide-137704929,-9.1
VEGFA,4gls,granisetron,17572266,granisetron-17572266,-9.1
VEGFA,4gls,romidepsin,56840936,romidepsin-56840936,-9.1
VEGFA,4gls,temsirolimus,6918289,temsirolimus-6918289,-9.1
GLTP,4gvt,ceritinib,57379345,ceritinib-57379345,-9.1
GLTP,4gxd,bicalutamide,2375,bicalutamide-2375,-9.1
GLTP,4gxd,etoposide,137704929,etoposide-137704929,-9.1
GLTP,4gxd,paclitaxel,133640187,paclitaxel-133640187,-9.1
GLTP,4gxd,paclitaxel,6915727,paclitaxel-6915727,-9.1
GLTP,4gxg,dactinomycin,457193,dactinomycin-457193,-9.1
GLTP,4gxg,granisetron,14788250,granisetron-14788250,-9.1
VEGFA,4qaf,nilotinib,644241,nilotinib-644241,-9.1
NR3C2,4uda,exemestane,60198,exemestane-60198,-9.1
NR3C2,4uda,palbociclib,5330286,palbociclib-5330286,-9.1
NR3C2,4udb,axitinib,6450551,axitinib-6450551,-9.1
NR3C2,4udb,nilotinib,644241,nilotinib-644241,-9.1
NR3C2,4udb,regorafenib,11167602,regorafenib-11167602,-9.1
VEGFA,4wpb,alectinib,49806720,alectinib-49806720,-9.1
VEGFA,4wpb,idelalisib,11625818,idelalisib-11625818,-9.1
VEGFA,4wpb,ivosidenib,71657455,ivosidenib-71657455,-9.1
VEGFA,4wpb,venetoclax,49846579,venetoclax-49846579,-9.1
PADI4,4x8c,alectinib,49806720,alectinib-49806720,-9.1
PADI4,4x8c,olaparib,23725625,olaparib-23725625,-9.1
PADI4,4x8c,palbociclib,5330286,palbociclib-5330286,-9.1
CDH3,4zmp,venetoclax,49846579,venetoclax-49846579,-9.1
CDH3,4zmq,etoposide,3310,etoposide-3310,-9.1
CDH3,4zmq,etoposide,50989217,etoposide-50989217,-9.1
CDH3,4zmt,alectinib,49806720,alectinib-49806720,-9.1
CDH3,4zmt,etoposide,11758093,etoposide-11758093,-9.1
CDH3,4zmw,alectinib,49806720,alectinib-49806720,-9.1
CDH3,4zmw,paclitaxel,133640187,paclitaxel-133640187,-9.1
CDH3,4zmw,temsirolimus,134812825,temsirolimus-134812825,-9.1
CDH3,4zmw,temsirolimus,18293306,temsirolimus-18293306,-9.1
CDH3,4zmx,etoposide,11072012,etoposide-11072012,-9.1
CDH3,4zmx,etoposide,36462,etoposide-36462,-9.1
CDH3,4zmy,venetoclax,49846579,venetoclax-49846579,-9.1
VEGFA,5dn2,etoposide,5284558,etoposide-5284558,-9.1
VEGFA,5fv1,nilotinib,644241,nilotinib-644241,-9.1
NR3C2,5hcv,temsirolimus,71296107,temsirolimus-71296107,-9.1
NR3C2,5hcv,valrubicin,454216,valrubicin-454216,-9.1
CDH3,5jyl,trametinib,11707110,trametinib-11707110,-9.1
NR3C2,5l7h,alectinib,49806720,alectinib-49806720,-9.1
FABP6,5l8i,axitinib,6450551,axitinib-6450551,-9.1
FABP6,5l8i,bexarotene,82146,bexarotene-82146,-9.1
FABP6,5l8i,brigatinib,68165256,brigatinib-68165256,-9.1
FABP6,5l8i,fulvestrant,104741,fulvestrant-104741,-9.1
FABP6,5l8o,prednisone,5865,prednisone-5865,-9.1
FABP6,5l8o,ribociclib,44631912,ribociclib-44631912,-9.1
NR3C2,5mwp,lenalidomide,216326,lenalidomide-216326,-9.1
NR3C2,5mwy,panobinostat,6918837,panobinostat-6918837,-9.1
PADI4,5n0z,venetoclax,49846579,venetoclax-49846579,-9.1
VEGFA,5o4e,etoposide,36462,etoposide-36462,-9.1
VEGFA,5o4e,etoposide,439525,etoposide-439525,-9.1
VEGFA,5o4e,temsirolimus,132274070,temsirolimus-132274070,-9.1
VEGFA,5t89,temsirolimus,54608508,temsirolimus-54608508,-9.1
RHEB,5yxh,temsirolimus,129317846,temsirolimus-129317846,-9.1
RHEB,6bsx,alectinib,49806720,alectinib-49806720,-9.1
RHEB,6bsx,paclitaxel,5352019,paclitaxel-5352019,-9.1
RHEB,6bsx,temsirolimus,134812825,temsirolimus-134812825,-9.1
RHEB,6bsx,temsirolimus,18293306,temsirolimus-18293306,-9.1
RHEB,6bsx,temsirolimus,71296107,temsirolimus-71296107,-9.1
RHEB,6bt0,etoposide,11072012,etoposide-11072012,-9.1
RHEB,6bt0,sonidegib,24775005,sonidegib-24775005,-9.1
NCKIPSD,6dec,etoposide,45356822,etoposide-45356822,-9.1
NCKIPSD,6dec,etoposide,50989217,etoposide-50989217,-9.1
NCKIPSD,6dec,paclitaxel,6713921,paclitaxel-6713921,-9.1
NCKIPSD,6dec,plerixafor,65015,plerixafor-65015,-9.1
NCKIPSD,6dec,temsirolimus,24847874,temsirolimus-24847874,-9.1
NCKIPSD,6dec,temsirolimus,6918289,temsirolimus-6918289,-9.1
NCKIPSD,6ded,etoposide,36462,etoposide-36462,-9.1
NCKIPSD,6dee,venetoclax,49846579,venetoclax-49846579,-9.1
VEGFA,1cz8,etoposide,50989217,etoposide-50989217,-9
VEGFA,1cz8,temsirolimus,6918289,temsirolimus-6918289,-9
VEGFA,1flt,alectinib,49806720,alectinib-49806720,-9
VEGFA,1kat,dactinomycin,457193,dactinomycin-457193,-9
VEGFA,1mkg,dactinomycin,457193,dactinomycin-457193,-9
VEGFA,1mkg,plerixafor,65015,plerixafor-65015,-9
IL6R,1n26,aprepitant,135413536,aprepitant-135413536,-9
FABP6,1o1v,gefitinib,123631,gefitinib-123631,-9
IL6R,1p9m,apalutamide,24872560,apalutamide-24872560,-9
IL6R,1p9m,sonidegib,24775005,sonidegib-24775005,-9
GLTP,1swx,nilotinib,644241,nilotinib-644241,-9
GLTP,1swx,vandetanib,3081361,vandetanib-3081361,-9
GLTP,1sx6,etoposide,6610299,etoposide-6610299,-9
GLTP,1sx6,etoposide,6708815,etoposide-6708815,-9
GLTP,1sx6,paclitaxel,73759704,paclitaxel-73759704,-9
VEGFA,1tzh,temsirolimus,24847874,temsirolimus-24847874,-9
VEGFA,1tzi,etoposide,439525,etoposide-439525,-9
VEGFA,1tzi,trametinib,11707110,trametinib-11707110,-9
VEGFA,1vpf,dactinomycin,457193,dactinomycin-457193,-9
PADI4,1wd8,alectinib,49806720,alectinib-49806720,-9
PADI4,1wd8,plerixafor,65015,plerixafor-65015,-9
PADI4,1wd8,sonidegib,24775005,sonidegib-24775005,-9
PADI4,1wd8,venetoclax,49846579,venetoclax-49846579,-9
RHEB,1xts,venetoclax,49846579,venetoclax-49846579,-9
NR3C2,1y9r,plerixafor,65015,plerixafor-65015,-9
NR3C2,1ya3,alectinib,49806720,alectinib-49806720,-9
NR3C2,1ya3,ibrutinib,24821094,ibrutinib-24821094,-9
NR3C2,2a3i,aprepitant,135413536,aprepitant-135413536,-9
NR3C2,2a3i,lenalidomide,216326,lenalidomide-216326,-9
NR3C2,2aa5,aprepitant,135413536,aprepitant-135413536,-9
NR3C2,2aa5,lenalidomide,216326,lenalidomide-216326,-9
NR3C2,2aa7,exemestane,60198,exemestane-60198,-9
NR3C2,2aax,dactinomycin,457193,dactinomycin-457193,-9
PADI4,2dey,dactinomycin,457193,dactinomycin-457193,-9
GLTP,2euk,ceritinib,57379345,ceritinib-57379345,-9
GLTP,2euk,paclitaxel,53313247,paclitaxel-53313247,-9
GLTP,2euk,paclitaxel,6713921,paclitaxel-6713921,-9
GLTP,2eum,carfilzomib,11556711,carfilzomib-11556711,-9
GLTP,2eum,dasatinib,3062316,dasatinib-3062316,-9
GLTP,2evd,gefitinib,123631,gefitinib-123631,-9
GLTP,2evd,paclitaxel,36314,paclitaxel-36314,-9
GLTP,2evl,dasatinib,3062316,dasatinib-3062316,-9
GLTP,2evl,etoposide,36462,etoposide-36462,-9
GLTP,2evl,granisetron,17572266,granisetron-17572266,-9
GLTP,2evl,paclitaxel,36314,paclitaxel-36314,-9
GLTP,2evl,ribociclib,44631912,ribociclib-44631912,-9
GLTP,2evt,flutamide,3397,flutamide-3397,-9
GLTP,2evt,gefitinib,123631,gefitinib-123631,-9
GLTP,2evt,palbociclib,5330286,palbociclib-5330286,-9
VEGFA,2fjg,temsirolimus,6918289,temsirolimus-6918289,-9
VEGFA,2fjh,temsirolimus,54608508,temsirolimus-54608508,-9
VEGFA,2fjh,temsirolimus,5938194,temsirolimus-5938194,-9
EPB41L3,2he7,axitinib,6450551,axitinib-6450551,-9
EPB41L3,2he7,bosutinib,5328940,bosutinib-5328940,-9
EPB41L3,2he7,ceritinib,57379345,ceritinib-57379345,-9
EPB41L3,2he7,etoposide,17571827,etoposide-17571827,-9
EPB41L3,2he7,idelalisib,11625818,idelalisib-11625818,-9
EPB41L3,2he7,temsirolimus,132274070,temsirolimus-132274070,-9
EPB41L3,2he7,trametinib,11707110,trametinib-11707110,-9
EPB41L3,2he7,vemurafenib,42611257,vemurafenib-42611257,-9
PTPRN,2i1y,etoposide,6708815,etoposide-6708815,-9
PTPRN,2i1y,paclitaxel,133640187,paclitaxel-133640187,-9
PTPRN,2i1y,temsirolimus,5938194,temsirolimus-5938194,-9
FABP6,2mm3,idelalisib,11625818,idelalisib-11625818,-9
VEGFA,2vpf,dactinomycin,457193,dactinomycin-457193,-9
VEGFA,2vpf,temsirolimus,132274070,temsirolimus-132274070,-9
PADI4,3apm,ceritinib,57379345,ceritinib-57379345,-9
PADI4,3apm,paclitaxel,5352019,paclitaxel-5352019,-9
PADI4,3apn,regorafenib,11167602,regorafenib-11167602,-9
PADI4,3apn,sonidegib,24775005,sonidegib-24775005,-9
PADI4,3b1t,dactinomycin,457193,dactinomycin-457193,-9
VEGFA,3bdy,everolimus,6442177,everolimus-6442177,-9
EPB41L3,3bin,crizotinib,11626560,crizotinib-11626560,-9
EPB41L3,3bin,dactinomycin,457193,dactinomycin-457193,-9
EPB41L3,3bin,etoposide,17571827,etoposide-17571827,-9
EPB41L3,3bin,etoposide,3310,etoposide-3310,-9
EPB41L3,3bin,romidepsin,57515973,romidepsin-57515973,-9
EPB41L3,3bin,sonidegib,24775005,sonidegib-24775005,-9
PTPRN,3n01,panobinostat,6918837,panobinostat-6918837,-9
PTPRN,3ng8,vemurafenib,42611257,vemurafenib-42611257,-9
PTPRN,3np5,belinostat,6918638,belinostat-6918638,-9
PTPRN,3np5,etoposide,439525,etoposide-439525,-9
PTPRN,3np5,everolimus,6442177,everolimus-6442177,-9
PTPRN,3np5,granisetron,3510,granisetron-3510,-9
PTPRN,3np5,vandetanib,3081361,vandetanib-3081361,-9
VEGFA,3p9w,etoposide,17571827,etoposide-17571827,-9
VEGFA,3qtk,regorafenib,11167602,regorafenib-11167602,-9
VEGFA,3qtk,temsirolimus,129317846,temsirolimus-129317846,-9
VEGFA,3qtk,temsirolimus,132274070,temsirolimus-132274070,-9
VEGFA,3qtk,temsirolimus,5938194,temsirolimus-5938194,-9
VEGFA,3qtk,vemurafenib,42611257,vemurafenib-42611257,-9
GLTP,3ric,bosutinib,5328940,bosutinib-5328940,-9
GLTP,3ric,dasatinib,3062316,dasatinib-3062316,-9
GLTP,3ric,granisetron,14788250,granisetron-14788250,-9
GLTP,3ric,granisetron,5284566,granisetron-5284566,-9
GLTP,3ric,ivosidenib,71657455,ivosidenib-71657455,-9
GLTP,3ric,paclitaxel,441276,paclitaxel-441276,-9
GLTP,3ric,paclitaxel,53313247,paclitaxel-53313247,-9
GLTP,3ric,thalidomide,5426,thalidomide-5426,-9
GLTP,3rwv,etoposide,50989217,etoposide-50989217,-9
GLTP,3rwv,palbociclib,5330286,palbociclib-5330286,-9
GLTP,3rwv,vandetanib,3081361,vandetanib-3081361,-9
GLTP,3rzn,dexamethasone,5743,dexamethasone-5743,-9
GLTP,3s0i,etoposide,134694737,etoposide-134694737,-9
GLTP,3s0i,paclitaxel,6915727,paclitaxel-6915727,-9
GLTP,3s0i,temsirolimus,132274070,temsirolimus-132274070,-9
GLTP,3s0k,ixabepilone,6445540,ixabepilone-6445540,-9
GLTP,3s0k,nilutamide,4493,nilutamide-4493,-9
RHEB,3sea,etoposide,17571827,etoposide-17571827,-9
RHEB,3sea,sonidegib,24775005,sonidegib-24775005,-9
RHEB,3t5g,abemaciclib,46220502,abemaciclib-46220502,-9
RHEB,3t5g,alectinib,49806720,alectinib-49806720,-9
VEGFA,3v2a,venetoclax,49846579,venetoclax-49846579,-9
NR3C2,3wff,nilotinib,644241,nilotinib-644241,-9
NR3C2,3wff,vismodegib,24776445,vismodegib-24776445,-9
NR3C2,3wfg,venetoclax,49846579,venetoclax-49846579,-9
VEGFA,4deq,etoposide,36462,etoposide-36462,-9
VEGFA,4deq,venetoclax,49846579,venetoclax-49846579,-9
GLTP,4gh0,prednisone,5865,prednisone-5865,-9
GLTP,4gh0,temsirolimus,24847874,temsirolimus-24847874,-9
GLTP,4ghp,etoposide,36462,etoposide-36462,-9
GLTP,4ghp,gefitinib,123631,gefitinib-123631,-9
GLTP,4ghp,nilutamide,4493,nilutamide-4493,-9
GLTP,4ghp,paclitaxel,6713921,paclitaxel-6713921,-9
GLTP,4ghs,granisetron,3510,granisetron-3510,-9
GLTP,4gix,paclitaxel,6915727,paclitaxel-6915727,-9
GLTP,4gjq,flutamide,3397,flutamide-3397,-9
GLTP,4gjq,temsirolimus,134812825,temsirolimus-134812825,-9
GLTP,4gjq,temsirolimus,71296107,temsirolimus-71296107,-9
VEGFA,4gls,temsirolimus,148191,temsirolimus-148191,-9
VEGFA,4gls,temsirolimus,54608508,temsirolimus-54608508,-9
GLTP,4gvt,bicalutamide,2375,bicalutamide-2375,-9
GLTP,4gvt,gefitinib,123631,gefitinib-123631,-9
GLTP,4gvt,temsirolimus,23375915,temsirolimus-23375915,-9
GLTP,4gvt,vandetanib,3081361,vandetanib-3081361,-9
GLTP,4gxd,etoposide,11072012,etoposide-11072012,-9
GLTP,4gxd,paclitaxel,5352019,paclitaxel-5352019,-9
GLTP,4gxg,etoposide,3310,etoposide-3310,-9
GLTP,4gxg,granisetron,5284566,granisetron-5284566,-9
GLTP,4h2z,bexarotene,82146,bexarotene-82146,-9
GLTP,4h2z,gefitinib,123631,gefitinib-123631,-9
NR3C2,4pf3,abemaciclib,46220502,abemaciclib-46220502,-9
NR3C2,4pf3,olaparib,23725625,olaparib-23725625,-9
VEGFA,4qaf,flutamide,3397,flutamide-3397,-9
NR3C2,4uda,enzalutamide,15951529,enzalutamide-15951529,-9
NR3C2,4uda,granisetron,14788250,granisetron-14788250,-9
NR3C2,4uda,ibrutinib,24821094,ibrutinib-24821094,-9
NR3C2,4uda,sonidegib,24775005,sonidegib-24775005,-9
NR3C2,4udb,granisetron,5284566,granisetron-5284566,-9
VEGFA,4wpb,nilotinib,644241,nilotinib-644241,-9
PADI4,4x8g,etoposide,6610299,etoposide-6610299,-9
PADI4,4x8g,fulvestrant,104741,fulvestrant-104741,-9
PADI4,4x8g,ribociclib,44631912,ribociclib-44631912,-9
PADI4,4x8g,temsirolimus,148191,temsirolimus-148191,-9
PADI4,4x8g,temsirolimus,23724530,temsirolimus-23724530,-9
CDH3,4zmq,dactinomycin,457193,dactinomycin-457193,-9
CDH3,4zmq,etoposide,11072012,etoposide-11072012,-9
CDH3,4zmq,etoposide,36462,etoposide-36462,-9
CDH3,4zmq,regorafenib,11167602,regorafenib-11167602,-9
CDH3,4zmt,etoposide,11072012,etoposide-11072012,-9
CDH3,4zmt,vemurafenib,42611257,vemurafenib-42611257,-9
CDH3,4zmw,ibrutinib,24821094,ibrutinib-24821094,-9
CDH3,4zmw,olaparib,23725625,olaparib-23725625,-9
CDH3,4zmw,temsirolimus,71433778,temsirolimus-71433778,-9
CDH3,4zmx,axitinib,6450551,axitinib-6450551,-9
VEGFA,5dn2,etoposide,439525,etoposide-439525,-9
VEGFA,5dn2,etoposide,45356822,etoposide-45356822,-9
VEGFA,5dn2,etoposide,6419930,etoposide-6419930,-9
VEGFA,5dn2,everolimus,6442177,everolimus-6442177,-9
VEGFA,5fv2,everolimus,6442177,everolimus-6442177,-9
VEGFA,5fv2,nilotinib,644241,nilotinib-644241,-9
NR3C2,5hcv,etoposide,17571827,etoposide-17571827,-9
NR3C2,5hcv,granisetron,118701621,granisetron-118701621,-9
NR3C2,5hcv,granisetron,14788250,granisetron-14788250,-9
NR3C2,5hcv,granisetron,5284566,granisetron-5284566,-9
NR3C2,5hcv,temsirolimus,5938194,temsirolimus-5938194,-9
CDH3,5jyl,etoposide,90657341,etoposide-90657341,-9
CDH3,5jym,nilotinib,644241,nilotinib-644241,-9
NR3C2,5l7h,olaparib,23725625,olaparib-23725625,-9
FABP6,5l8i,abemaciclib,46220502,abemaciclib-46220502,-9
FABP6,5l8i,dactinomycin,457193,dactinomycin-457193,-9
FABP6,5l8i,dexamethasone,5743,dexamethasone-5743,-9
FABP6,5l8n,bexarotene,82146,bexarotene-82146,-9
FABP6,5l8o,crizotinib,11626560,crizotinib-11626560,-9
FABP6,5l8o,etoposide,17571827,etoposide-17571827,-9
FABP6,5l8o,trametinib,11707110,trametinib-11707110,-9
NR3C2,5mwy,lenalidomide,216326,lenalidomide-216326,-9
PADI4,5n0z,nilotinib,644241,nilotinib-644241,-9
VEGFA,5o4e,aprepitant,135413536,aprepitant-135413536,-9
VEGFA,5o4e,paclitaxel,6713921,paclitaxel-6713921,-9
VEGFA,5o4e,sonidegib,24775005,sonidegib-24775005,-9
VEGFA,5o4e,temsirolimus,71296107,temsirolimus-71296107,-9
VEGFA,5o4e,temsirolimus,71312019,temsirolimus-71312019,-9
VEGFA,5t89,etoposide,9916469,etoposide-9916469,-9
VEGFA,5t89,paclitaxel,53313247,paclitaxel-53313247,-9
VEGFA,5t89,paclitaxel,73759704,paclitaxel-73759704,-9
VEGFA,5t89,venetoclax,49846579,venetoclax-49846579,-9
RHEB,6bsx,etoposide,6419930,etoposide-6419930,-9
RHEB,6bsx,temsirolimus,129317846,temsirolimus-129317846,-9
RHEB,6bt0,etoposide,90657341,etoposide-90657341,-9
RHEB,6bt0,paclitaxel,6915727,paclitaxel-6915727,-9
NCKIPSD,6dec,etoposide,137704929,etoposide-137704929,-9
NCKIPSD,6ded,abemaciclib,46220502,abemaciclib-46220502,-9
NCKIPSD,6ded,aprepitant,135413536,aprepitant-135413536,-9
NCKIPSD,6ded,ibrutinib,24821094,ibrutinib-24821094,-9
VEGFA,1cz8,etoposide,3310,etoposide-3310,-8.9
VEGFA,1cz8,temsirolimus,134812825,temsirolimus-134812825,-8.9
VEGFA,1cz8,temsirolimus,24847874,temsirolimus-24847874,-8.9
VEGFA,1flt,olaparib,23725625,olaparib-23725625,-8.9
VEGFA,1flt,temsirolimus,132274070,temsirolimus-132274070,-8.9
VEGFA,1kat,etoposide,6708815,etoposide-6708815,-8.9
NOG,1m4u,ibrutinib,24821094,ibrutinib-24821094,-8.9
NOG,1m4u,venetoclax,49846579,venetoclax-49846579,-8.9
VEGFA,1mkg,paclitaxel,133640187,paclitaxel-133640187,-8.9
VEGFA,1mkk,etoposide,50989217,etoposide-50989217,-8.9
VEGFA,1mkk,palbociclib,5330286,palbociclib-5330286,-8.9
VEGFA,1mkk,temsirolimus,5938194,temsirolimus-5938194,-8.9
FABP6,1o1u,alectinib,49806720,alectinib-49806720,-8.9
FABP6,1o1v,ceritinib,57379345,ceritinib-57379345,-8.9
GLTP,1swx,dactinomycin,457193,dactinomycin-457193,-8.9
GLTP,1swx,fulvestrant,104741,fulvestrant-104741,-8.9
GLTP,1swx,toremifene,3005573,toremifene-3005573,-8.9
GLTP,1swx,venetoclax,49846579,venetoclax-49846579,-8.9
GLTP,1sx6,bosutinib,5328940,bosutinib-5328940,-8.9
GLTP,1sx6,paclitaxel,44155032,paclitaxel-44155032,-8.9
GLTP,1sx6,paclitaxel,6915727,paclitaxel-6915727,-8.9
VEGFA,1tzh,temsirolimus,18293306,temsirolimus-18293306,-8.9
VEGFA,1tzh,temsirolimus,23375915,temsirolimus-23375915,-8.9
VEGFA,1tzi,sonidegib,24775005,sonidegib-24775005,-8.9
VEGFA,1tzi,vemurafenib,42611257,vemurafenib-42611257,-8.9
GRIP2,1v62,dactinomycin,457193,dactinomycin-457193,-8.9
VEGFA,1vpf,everolimus,6442177,everolimus-6442177,-8.9
VEGFA,1vpp,venetoclax,49846579,venetoclax-49846579,-8.9
PADI4,1wd8,temsirolimus,9876533,temsirolimus-9876533,-8.9
RHEB,1xtr,panobinostat,6918837,panobinostat-6918837,-8.9
RHEB,1xtr,trametinib,11707110,trametinib-11707110,-8.9
NR3C2,1ya3,etoposide,439525,etoposide-439525,-8.9
NR3C2,1ya3,etoposide,50989217,etoposide-50989217,-8.9
NR3C2,1ya3,idelalisib,11625818,idelalisib-11625818,-8.9
NR3C2,2a3i,ibrutinib,24821094,ibrutinib-24821094,-8.9
NR3C2,2a3i,nilotinib,644241,nilotinib-644241,-8.9
NR3C2,2aa6,aprepitant,135413536,aprepitant-135413536,-8.9
NR3C2,2aa6,lenalidomide,216326,lenalidomide-216326,-8.9
NR3C2,2aa6,olaparib,23725625,olaparib-23725625,-8.9
NR3C2,2aax,regorafenib,11167602,regorafenib-11167602,-8.9
NR3C2,2ab2,crizotinib,11626560,crizotinib-11626560,-8.9
NR3C2,2ab2,lenalidomide,216326,lenalidomide-216326,-8.9
NR3C2,2abi,dactinomycin,457193,dactinomycin-457193,-8.9
IL6R,2arw,venetoclax,49846579,venetoclax-49846579,-8.9
PADI4,2dex,dactinomycin,457193,dactinomycin-457193,-8.9
GLTP,2euk,brigatinib,68165256,brigatinib-68165256,-8.9
GLTP,2euk,granisetron,14788250,granisetron-14788250,-8.9
GLTP,2euk,granisetron,5284566,granisetron-5284566,-8.9
GLTP,2euk,imiquimod,57469,imiquimod-57469,-8.9
GLTP,2euk,nilutamide,4493,nilutamide-4493,-8.9
GLTP,2eum,idelalisib,11625818,idelalisib-11625818,-8.9
GLTP,2eum,paclitaxel,133640187,paclitaxel-133640187,-8.9
GLTP,2evd,paclitaxel,133640187,paclitaxel-133640187,-8.9
GLTP,2evd,paclitaxel,5352019,paclitaxel-5352019,-8.9
GLTP,2evd,plerixafor,65015,plerixafor-65015,-8.9
GLTP,2evl,etoposide,6610299,etoposide-6610299,-8.9
GLTP,2evl,etoposide,6708815,etoposide-6708815,-8.9
GLTP,2evl,granisetron,118701621,granisetron-118701621,-8.9
GLTP,2evl,granisetron,5284566,granisetron-5284566,-8.9
GLTP,2evs,bicalutamide,2375,bicalutamide-2375,-8.9
GLTP,2evs,everolimus,6442177,everolimus-6442177,-8.9
GLTP,2evs,paclitaxel,441276,paclitaxel-441276,-8.9
GLTP,2evt,etoposide,45356822,etoposide-45356822,-8.9
GLTP,2evt,venetoclax,49846579,venetoclax-49846579,-8.9
VEGFA,2fjh,paclitaxel,441276,paclitaxel-441276,-8.9
VEGFA,2fjh,paclitaxel,91885464,paclitaxel-91885464,-8.9
EPB41L3,2he7,apalutamide,24872560,apalutamide-24872560,-8.9
EPB41L3,2he7,etoposide,6708815,etoposide-6708815,-8.9
EPB41L3,2he7,paclitaxel,44155032,paclitaxel-44155032,-8.9
EPB41L3,2he7,romidepsin,57515973,romidepsin-57515973,-8.9
EPB41L3,2he7,vismodegib,24776445,vismodegib-24776445,-8.9
PTPRN,2i1y,etoposide,11758093,etoposide-11758093,-8.9
PTPRN,2i1y,olaparib,23725625,olaparib-23725625,-8.9
FABP6,2mm3,cladribine,20279,cladribine-20279,-8.9
FABP6,2mm3,clofarabine,119182,clofarabine-119182,-8.9
FABP6,2mm3,docetaxel,148124,docetaxel-148124,-8.9
FABP6,2mm3,flutamide,3397,flutamide-3397,-8.9
